RowID,OrderDate,OrderID,OrderLineID,PaymentType,Brand,ProductCategoryID,Category,ProductType,ProductID,ProductName,ShippingType,Delivery,CustomerID,Customer,City,State,Country,CustomerAge,Gender,Sector,Units,Tax,ProductPrice,InventoryUnits,OrderShipTime,OrderTotalDeliveryTime,ReturnFlag,DiscountAmount,Sales,Discount,GrossMargin,Carrier,ShippingTime,OrderYearMonth
29706,2025-03-14,123926701,I17048,Mastercard,AquaView,9010,Photography,Underwater Camera,101018,AquaCapture 32000,Two Day Delivery,Order Delayed,D1.1501,Tim Booth,Alexandria,Virginia,USA,55 - 64,Male,Non-Premium,1,0.07,2220,6,32,68.91,No,0,2375.4,0.0,-10.4,FasTrac,15.7,2025-03
29707,2025-03-14,123926924,I26115,Visa,UltraScan,9001,Accessories,Barcode Scanner,100788,ScanMaster Elite,Standard Delivery,Ontime Delivery,D1.1955,Lisa Stanley-Jones,New York,New York,USA,45 - 54,Female,Non-Premium,1,0.07,506,12,21,88.39,No,0,541.42,0.0,7.6,FedEx,3.7,2025-03
29708,2025-03-14,123926924,I53666,Visa,AquaSound,9002,Audio,Waterproof Speaker,100913,AquaBeats 20000,Standard Delivery,Ontime Delivery,D1.1955,Lisa Stanley-Jones,New York,New York,USA,45 - 54,Female,Non-Premium,1,0.07,506,6,14,132.13,No,116.886,389.62,0.3,-15.2,FedEx,5.5,2025-03
29709,2025-03-14,123926924,I45180,Visa,NeoVision,9013,Wearable,VR Headset,100948,VRXperience Pro Master,Two Day Delivery,Ontime Delivery,D1.1955,Lisa Stanley-Jones,New York,New York,USA,45 - 54,Female,Non-Premium,1,0.07,1163,124,20,38.1,No,160.494,1069.96,0.15,22,FedEx,1.6,2025-03
29710,2025-03-14,123927576,I25329,Visa,PixelCorp,9004,Computing,Desktop Computer,100860,PixelStation Ultimate,Standard Delivery,Ontime Delivery,D1.1765,Kate Darwell,Modesto,California,USA,65 - 74,Female,Non-Premium,1,0.07,682,68,17,112.19,No,139.81,559.24,0.25,4,FedEx,4.7,2025-03
29711,2025-03-14,123927576,I25941,Visa,FusionTech,9009,Office,Multi-Function Printer,100837,OfficeMaster Mega,Standard Delivery,Ontime Delivery,D1.1765,Kate Darwell,Modesto,California,USA,65 - 74,Female,Non-Premium,2,0.07,164,0,31,112.46,No,0,339.48,0.0,6.4,FedEx,4.7,2025-03
29712,2025-03-14,123927576,I31618,Visa,AquaSound,9002,Audio,Waterproof Speaker,100741,AquaBeats 1000,Two Day Delivery,Order Delayed,D1.1765,Kate Darwell,Modesto,California,USA,65 - 74,Female,Non-Premium,1,0.07,461,13,19,61.74,No,0,493.27,0.0,-6.8,FasTrac,2.6,2025-03
29713,2025-03-14,123927576,I58901,Visa,RetroWave,9002,Audio,Record Player,100884,VinylMax 3000,One Day Delivery,Order Delayed,D1.1765,Kate Darwell,Modesto,California,USA,65 - 74,Female,Non-Premium,1,0.07,892,12,10,34.64,No,0,954.44,0.0,11.2,FedEx,1.4,2025-03
29714,2025-03-14,123928352,I27345,Mastercard,VivoSync,9013,Wearable,Fitness Tracker,100912,FitSync 15,Two Day Delivery,Ontime Delivery,D1.537,Ashley White,Perry,Georgia,USA,55 - 64,Female,Non-Premium,1,0.07,413,29,27,43.26,No,0,441.91,0.0,-15.2,FasTrac,1.8,2025-03
29715,2025-03-14,123928352,I90921,Mastercard,SmartGuard,9007,Home Automation,Home Automation,100820,SecureHome Ultimate,Two Day Delivery,Ontime Delivery,D1.537,Ashley White,Perry,Georgia,USA,55 - 64,Female,Non-Premium,1,0.07,86,84,20,41.73,No,14.964,74.82,0.2,18.4,FasTrac,1.7,2025-03
29716,2025-03-14,123928352,I74479,Mastercard,Electra,9002,Audio,Bluetooth Speaker,100896,SoundWave 6000,Standard Delivery,Ontime Delivery,D1.537,Ashley White,Perry,Georgia,USA,55 - 64,Female,Non-Premium,1,0.07,923,5,60,98.05,No,0,987.61,0.0,-14,FedEx,4.1,2025-03
29717,2025-03-14,123928352,I69540,Mastercard,NovaTech,9010,Photography,Digital Camera,100866,PhotoCapture X Supreme,Standard Delivery,Ontime Delivery,D1.537,Ashley White,Perry,Georgia,USA,55 - 64,Female,Non-Premium,1,0.07,1156,2,13,115.87,No,201.144,1005.72,0.2,18.4,FedEx,26.4,2025-03
29718,2025-03-14,123928352,I40312,Mastercard,VitaLife,9013,Wearable,Health Monitor,100886,HealthTrack 15,Two Day Delivery,Ontime Delivery,D1.537,Ashley White,Perry,Georgia,USA,55 - 64,Female,Non-Premium,2,0.07,539,73,29,36.84,No,0,1115.73,0.0,-3.2,FedEx,1.5,2025-03
29719,2025-03-14,123928352,I96210,Mastercard,Nextron,9004,Computing,Laptop,100895,QuantumBook Deluxe,Two Day Delivery,Order Delayed,D1.537,Ashley White,Perry,Georgia,USA,55 - 64,Female,Non-Premium,1,0.07,710,41,25,52.55,No,0,759.7,0.0,-2,FasTrac,2.2,2025-03
29720,2025-03-14,123928408,I58561,Mastercard,Solaris,9011,Security,Security Camera,100815,SafeView 8K,Standard Delivery,Ontime Delivery,D1.494,Brinda Riddell,Waynesville,North Carolina,USA,18 - 24,Female,Non-Premium,1,0.07,89,1,23,95.95,No,15.486,77.43,0.2,-14,FedEx,4,2025-03
29721,2025-03-14,123928408,I51478,Mastercard,Futura,9005,Entertainment,Smart TV,100808,ViewMaster 70,One Day Delivery,Order Delayed,D1.494,Brinda Riddell,Waynesville,North Carolina,USA,18 - 24,Female,Non-Premium,1,0.07,276,4,11,33.09,No,26.772,267.72,0.1,-12.8,FedEx,1.4,2025-03
29722,2025-03-14,123928485,I4617,Paypal,AstroWave,9006,Gaming,Gaming Console,100771,GameMaster X Pro,One Day Delivery,Ontime Delivery,D1.1564,Aodhan Cordiner,Shawnee,Kansas,USA,18 - 24,Male,Non-Premium,1,0.07,539,5,1,14.52,No,0,576.73,0.0,-6.8,FedEx,0.6,2025-03
29723,2025-03-14,123928485,I44539,Paypal,Quantum,9004,Computing,Tablet,100898,TabLink 25,Two Day Delivery,Order Delayed,D1.1564,Aodhan Cordiner,Shawnee,Kansas,USA,18 - 24,Male,Non-Premium,1,0.07,1318,39,5,66.9,No,0,1410.26,0.0,-18.8,FasTrac,2.8,2025-03
29724,2025-03-14,123928485,I13325,Paypal,TechPulse,9007,Home Automation,Smart Mirror,100790,MirrorPro Elite,One Day Delivery,Order Delayed,D1.1564,Aodhan Cordiner,Shawnee,Kansas,USA,18 - 24,Male,Non-Premium,1,0.07,909,98,10,32.66,No,46.359,927.18,0.05,13.6,FedEx,1.4,2025-03
29725,2025-03-14,123929442,I82880,Mastercard,EcoCharge,9001,Accessories,Power Bank,100816,PowerBoost 20000,Two Day Delivery,Ontime Delivery,D1.859,Mike Le,Somerton,Arizona,USA,75 - 84,Male,Non-Premium,1,0.07,101,10,31,40.09,No,20.705,82.82,0.25,11.2,FasTrac,1.7,2025-03
29726,2025-03-14,123929442,I974,Mastercard,CyberTech,9002,Audio,Wireless Headphones,100725,AuraBass 500,Standard Delivery,Ontime Delivery,D1.859,Mike Le,Somerton,Arizona,USA,75 - 84,Male,Non-Premium,2,0.07,155,12,9,170.5,No,70.525,282.1,0.25,12.4,FedEx,7.1,2025-03
29727,2025-03-14,123929442,I661,Mastercard,Solaris,9011,Security,Security Camera,100987,SafeView 24K,Two Day Delivery,Order Delayed,D1.859,Mike Le,Somerton,Arizona,USA,75 - 84,Male,Non-Premium,1,0.07,63,7,1,55.6,No,0,67.41,0.0,2.8,FasTrac,2.3,2025-03
29728,2025-03-14,123929442,I31341,Mastercard,SolarFlare,9001,Accessories,Solar Panel,100964,SolarPanel Master,Two Day Delivery,Order Delayed,D1.859,Mike Le,Somerton,Arizona,USA,75 - 84,Male,Non-Premium,1,0.07,887,16,12,70.94,No,122.406,816.04,0.15,8.8,FasTrac,3,2025-03
29729,2025-03-14,123929770,I65665,Google Pay,TechZone,9003,Communication,Smartphone,100936,Photon X8,Standard Delivery,Ontime Delivery,D1.1236,Terence Chang,Belleville,Illinois,USA,75 - 84,Male,Premium,1,0.07,833,126,11,97.83,No,0,891.31,0.0,-18.8,UPS,4.1,2025-03
29730,2025-03-14,123929770,I64489,Google Pay,AeroTech,9010,Photography,Drone,100844,SkyCopter 500,One Day Delivery,Order Delayed,D1.1236,Terence Chang,Belleville,Illinois,USA,75 - 84,Male,Premium,1,0.07,1299,2,14,26.77,No,0,1389.93,0.0,1.6,FedEx,6.1,2025-03
29731,2025-03-15,123958,I48484,Apple Pay,BioGlow,9007,Home Automation,LED Lights,100830,GlowWave 2000,One Day Delivery,Order Delayed,D1.614,Matilda Fraser,Federal Way,Washington,USA,18 - 24,Female,Premium,1,0.07,85,88,9,28.14,No,14.79,73.95,0.2,-6.8,FedEx,1.2,2025-03
29732,2025-03-15,1239516,I11603,Visa,CosmoCell,9004,Computing,Tablet,100908,TabLink 20 Pro,One Day Delivery,Ontime Delivery,D1.1869,Phyllis Herrick,North Las Vegas,Nevada,USA,18 - 24,Other,Non-Premium,1,0.07,1062,75,1,1.23,No,0,1136.34,0.0,-9.2,FedEx,0.1,2025-03
29733,2025-03-15,1239516,I89878,Visa,SmartGuard,9007,Home Automation,Home Automation,100734,SecureHome Plus,Standard Delivery,Ontime Delivery,D1.1869,Phyllis Herrick,North Las Vegas,Nevada,USA,18 - 24,Other,Non-Premium,1,0.07,44,10,23,81.06,No,0,47.08,0.0,-8,FedEx,3.4,2025-03
29734,2025-03-15,1239516,I99600,Visa,EcoPower,9013,Wearable,Smart Watch,100942,LifeSync 7,Standard Delivery,Ontime Delivery,D1.1869,Phyllis Herrick,North Las Vegas,Nevada,USA,18 - 24,Other,Non-Premium,1,0.07,443,70,8,103.1,No,0,474.01,0.0,-15.2,FedEx,4.3,2025-03
29735,2025-03-15,1239516,I20957,Visa,Electra,9002,Audio,Bluetooth Speaker,100982,SoundWave 8000,Standard Delivery,Ontime Delivery,D1.1869,Phyllis Herrick,North Las Vegas,Nevada,USA,18 - 24,Other,Non-Premium,1,0.07,757,20,6,87.51,No,104.466,696.44,0.15,10,FedEx,3.6,2025-03
29736,2025-03-15,1239516,I14060,Visa,Nextron,9004,Computing,Laptop,100809,QuantumBook Ultimate,Two Day Delivery,Ontime Delivery,D1.1869,Phyllis Herrick,North Las Vegas,Nevada,USA,18 - 24,Other,Non-Premium,1,0.07,864,73,6,39.3,No,177.12,708.48,0.25,-9.2,FedEx,1.6,2025-03
29737,2025-03-15,1239516,I68242,Visa,Solaris,9011,Security,Security Camera,100944,SafeView 20K,Two Day Delivery,Order Delayed,D1.1869,Phyllis Herrick,North Las Vegas,Nevada,USA,18 - 24,Other,Non-Premium,1,0.07,78,2,3,69.94,No,13.572,67.86,0.2,2.8,FasTrac,2.9,2025-03
29738,2025-03-15,1239516,I25504,Visa,GigaSound,9002,Audio,Amplifier,100881,SoundMax 5000,One Day Delivery,Order Delayed,D1.1869,Phyllis Herrick,North Las Vegas,Nevada,USA,18 - 24,Other,Non-Premium,1,0.07,650,17,7,30.52,No,45.5,650.0,0.07,17.2,FedEx,1.3,2025-03
29739,2025-03-15,1239626,I88851,Visa,VistaView,9004,Computing,Monitor,100796,ViewScape 32,Two Day Delivery,Order Delayed,D1.565,Don Nicholas,Universal City,Texas,USA,45 - 54,Male,Premium,1,0.07,770,34,0,56.52,No,0,823.9,0.0,2.8,FasTrac,2.4,2025-03
29740,2025-03-15,1239626,I53798,Visa,BioGlow,9007,Home Automation,LED Lights,100787,GlowWave 1000,Two Day Delivery,Order Delayed,D1.565,Don Nicholas,Universal City,Texas,USA,45 - 54,Male,Premium,2,0.07,28,21,26,61.55,No,5.516,55.16,0.1,10,FasTrac,2.6,2025-03
29741,2025-03-15,12391379,I73858,Paypal,Quantum,9004,Computing,Tablet,100812,TabLink 15,Standard Delivery,Ontime Delivery,D1.1199,Bernadette Jain,Hallandale,Florida,USA,18 - 24,Female,Non-Premium,1,0.07,963,59,63,98.46,No,0,1030.41,0.0,-11.6,FedEx,4.1,2025-03
29742,2025-03-15,12391379,I59055,Paypal,Electra,9002,Audio,Bluetooth Speaker,100724,SoundWave 2000,Two Day Delivery,Ontime Delivery,D1.1199,Bernadette Jain,Hallandale,Florida,USA,18 - 24,Female,Non-Premium,1,0.07,825,14,17,39.46,No,0,882.75,0.0,10,FedEx,1.6,2025-03
29743,2025-03-15,12391379,I66012,Paypal,Electra,9002,Audio,Bluetooth Speaker,100939,SoundWave 7000,Two Day Delivery,Order Delayed,D1.1199,Bernadette Jain,Hallandale,Florida,USA,18 - 24,Female,Non-Premium,1,0.07,699,13,22,52.21,No,35.649,712.98,0.05,-18.8,FasTrac,2.2,2025-03
29744,2025-03-15,12391379,I78838,Paypal,VistaView,9004,Computing,Monitor,100796,ViewScape 32,One Day Delivery,Order Delayed,D1.1199,Bernadette Jain,Hallandale,Florida,USA,18 - 24,Female,Non-Premium,1,0.07,770,34,17,32.61,No,133.98,669.9,0.2,-6.8,FedEx,1.4,2025-03
29745,2025-03-15,12391683,I77877,Mastercard,PureSound,9002,Audio,Noise-Canceling Headphones,100996,SilenceMax Master Pro,One Day Delivery,Ontime Delivery,D1.1925,Rochelle Marconi,Wappingers Falls,New York,USA,25 - 34,Female,Non-Premium,1,0.07,443,13,13,20.96,No,0,474.01,0.0,-14,FedEx,0.9,2025-03
29746,2025-03-15,12391683,I96479,Mastercard,RetroWave,9002,Audio,Record Player,100841,VinylMax 2000,One Day Delivery,Ontime Delivery,D1.1925,Rochelle Marconi,Wappingers Falls,New York,USA,25 - 34,Female,Non-Premium,2,0.07,453,11,8,14.43,No,0,937.71,0.0,-17.6,FedEx,0.6,2025-03
29747,2025-03-15,12391683,I94140,Mastercard,Zenith,9005,Entertainment,Projector,100933,ViewMaster 200,Standard Delivery,Ontime Delivery,D1.1925,Rochelle Marconi,Wappingers Falls,New York,USA,25 - 34,Female,Non-Premium,1,0.07,700,1,31,92.17,No,121.8,609.0,0.2,-9.2,FedEx,3.8,2025-03
29748,2025-03-15,12392212,I32725,Google Pay,StarLink,9003,Communication,Satellite Phone,100742,SatCom X1,Standard Delivery,Ontime Delivery,D1.994,Bella Rubie,Mount Airy,North Carolina,USA,18 - 24,Female,Non-Premium,1,0.07,257,0,88,122.51,No,44.718,223.59,0.2,-20,FedEx,5.1,2025-03
29749,2025-03-15,12392212,I14885,Google Pay,BioGlow,9007,Home Automation,LED Lights,100916,GlowWave 8000,Standard Delivery,Ontime Delivery,D1.994,Bella Rubie,Mount Airy,North Carolina,USA,18 - 24,Female,Non-Premium,1,0.07,64,73,12,127.7,No,14.784,49.28,0.3,-11.6,FedEx,5.3,2025-03
29750,2025-03-15,12392212,I35516,Google Pay,AquaSound,9002,Audio,Waterproof Speaker,100784,AquaBeats 2000,Two Day Delivery,Ontime Delivery,D1.994,Bella Rubie,Mount Airy,North Carolina,USA,18 - 24,Female,Non-Premium,1,0.07,467,14,11,36.58,No,45.299,452.99,0.1,20.8,FedEx,1.5,2025-03
29751,2025-03-15,12392212,I91997,Google Pay,CloudLink,9012,Storage,Cloud Storage,100971,CloudSync 64TB,Two Day Delivery,Ontime Delivery,D1.994,Bella Rubie,Mount Airy,North Carolina,USA,18 - 24,Female,Non-Premium,1,0.07,362,90,15,39.66,No,74.21,296.84,0.25,-5.6,FedEx,1.7,2025-03
29752,2025-03-15,12392309,I28789,Mastercard,TechZone,9003,Communication,Smartphone,100807,Photon X5,One Day Delivery,Ontime Delivery,D1.61,Pejvak Dinardo,Santa Rosa,California,USA,85 and more,Male,Non-Premium,1,0.07,520,89,6,20.14,No,50.44,504.4,0.1,-18.8,FedEx,0.8,2025-03
29753,2025-03-15,12392309,I14694,Mastercard,Futura,9005,Entertainment,Smart TV,100980,ViewMaster 90,One Day Delivery,Ontime Delivery,D1.61,Pejvak Dinardo,Santa Rosa,California,USA,85 and more,Male,Non-Premium,1,0.07,625,2,12,16.71,No,60.625,606.25,0.1,-17.6,FedEx,0.7,2025-03
29754,2025-03-15,12392309,I68807,Mastercard,MegaByte,9012,Storage,External Hard Drive,100872,DataVault 16TB,Standard Delivery,Ontime Delivery,D1.61,Pejvak Dinardo,Santa Rosa,California,USA,85 and more,Male,Non-Premium,1,0.07,613,85,10,121.38,No,106.662,533.31,0.2,4,FedEx,5.1,2025-03
29755,2025-03-15,12392438,I15862,Visa,CloudLink,9012,Storage,Cloud Storage,100756,CloudSync 2TB,Standard Delivery,Ontime Delivery,D1.1654,Georgia Carroll,New York,New York,USA,25 - 34,Female,Non-Premium,1,0.07,591,83,22,81.55,No,0,632.37,0.0,20.8,FedEx,3.4,2025-03
29756,2025-03-15,12392438,I12144,Visa,GigaSound,9002,Audio,Amplifier,100752,SoundMax 2000,Standard Delivery,Ontime Delivery,D1.1654,Georgia Carroll,New York,New York,USA,25 - 34,Female,Non-Premium,1,0.07,974,1,28,107.3,No,134.412,896.08,0.15,-4.4,FedEx,4.5,2025-03
29757,2025-03-15,12392438,I45791,Visa,GalaxyGear,9013,Wearable,Smart Glasses,100918,SmartGaze 4800,Standard Delivery,Ontime Delivery,D1.1654,Georgia Carroll,New York,New York,USA,25 - 34,Female,Non-Premium,1,0.07,738,99,31,129.19,No,151.29,605.16,0.25,-10.4,FedEx,5.4,2025-03
29758,2025-03-15,12392760,I36741,Mastercard,VitaLife,9013,Wearable,Health Monitor,101015,HealthTrack 30,Standard Delivery,Ontime Delivery,D1.1930,Khaldun Shofer,Ocala,Florida,USA,75 - 84,Male,Premium,1,0.07,267,100,9,100.8,No,0,285.69,0.0,-12.8,UPS,4.2,2025-03
29759,2025-03-15,12392853,I49493,Visa,GigaSound,9002,Audio,Amplifier,100924,SoundMax 6000,Standard Delivery,Ontime Delivery,D1.1371,Harper Bergh,Tulsa,Oklahoma,USA,Less than 18,Female,Non-Premium,1,0.07,1019,19,55,83.52,No,0,1090.33,0.0,1.6,FedEx,3.5,2025-03
29760,2025-03-15,12392853,I63154,Visa,AquaSound,9002,Audio,Waterproof Speaker,100827,AquaBeats 5000,Standard Delivery,Ontime Delivery,D1.1371,Harper Bergh,Tulsa,Oklahoma,USA,Less than 18,Female,Non-Premium,1,0.07,1024,2,1,101.52,No,0,1095.68,0.0,-8,FedEx,4.2,2025-03
29761,2025-03-15,12392853,I20104,Visa,AquaSound,9002,Audio,Waterproof Speaker,100956,AquaBeats 40000,Standard Delivery,Ontime Delivery,D1.1371,Harper Bergh,Tulsa,Oklahoma,USA,Less than 18,Female,Non-Premium,1,0.07,477,14,35,90.16,No,0,510.39,0.0,-10.4,FedEx,3.8,2025-03
29762,2025-03-15,12392853,I82864,Visa,FireStorm,9011,Security,Fire Alarm,101020,FireGuard 16000,Standard Delivery,Ontime Delivery,D1.1371,Harper Bergh,Tulsa,Oklahoma,USA,Less than 18,Female,Non-Premium,1,0.07,187,7,10,75.73,No,0,200.09,0.0,0.4,FedEx,3.2,2025-03
29763,2025-03-15,12392853,I13546,Visa,Electra,9002,Audio,Bluetooth Speaker,100724,SoundWave 2000,Standard Delivery,Ontime Delivery,D1.1371,Harper Bergh,Tulsa,Oklahoma,USA,Less than 18,Female,Non-Premium,3,0.07,825,14,83,158.71,No,0,2532.75,0.0,-12.8,FedEx,6.6,2025-03
29764,2025-03-15,12392853,I22372,Visa,WaveLink,9008,Networking,Bluetooth Adapter,100978,BluetoothLink Master,Two Day Delivery,Order Delayed,D1.1371,Harper Bergh,Tulsa,Oklahoma,USA,Less than 18,Female,Non-Premium,1,0.07,22,5,0,55.76,No,1.122,22.44,0.05,17.2,FasTrac,2.3,2025-03
29765,2025-03-15,12392995,I13781,Paypal,CosmoCell,9004,Computing,Tablet,100822,TabLink 12 Pro,Standard Delivery,Ontime Delivery,D1.1865,Dennis Alalikin,Northampton,Pennsylvania,USA,18 - 24,Male,Non-Premium,1,0.07,760,37,20,79.58,No,0,813.2,0.0,5.2,FedEx,3.3,2025-03
29766,2025-03-15,12392995,I71256,Paypal,EcoPower,9013,Wearable,Smart Watch,100813,LifeSync 4,Standard Delivery,Ontime Delivery,D1.1865,Dennis Alalikin,Northampton,Pennsylvania,USA,18 - 24,Male,Non-Premium,1,0.07,239,60,9,80.06,No,0,255.73,0.0,12.4,FedEx,3.3,2025-03
29767,2025-03-15,12392995,I34061,Paypal,AquaSound,9002,Audio,Waterproof Speaker,100784,AquaBeats 2000,Standard Delivery,Ontime Delivery,D1.1865,Dennis Alalikin,Northampton,Pennsylvania,USA,18 - 24,Male,Non-Premium,1,0.07,467,14,20,115.13,No,64.446,429.64,0.15,-5.6,FedEx,4.8,2025-03
29768,2025-03-15,12392995,I11637,Paypal,Solaris,9011,Security,Security Camera,100729,SafeView 1080,Standard Delivery,Ontime Delivery,D1.1865,Dennis Alalikin,Northampton,Pennsylvania,USA,18 - 24,Male,Non-Premium,1,0.07,61,6,19,95.9,No,12.505,50.02,0.25,-11.6,FedEx,4,2025-03
29769,2025-03-15,12392995,I4463,Paypal,VivoSync,9013,Wearable,Fitness Tracker,100826,FitSync 10,Standard Delivery,Ontime Delivery,D1.1865,Dennis Alalikin,Northampton,Pennsylvania,USA,18 - 24,Male,Non-Premium,1,0.07,475,99,3,99.44,No,97.375,389.5,0.25,-16.4,FedEx,4.1,2025-03
29770,2025-03-15,12392995,I20107,Paypal,NeoVision,9013,Wearable,VR Headset,100733,VRXperience Pro,Standard Delivery,Ontime Delivery,D1.1865,Dennis Alalikin,Northampton,Pennsylvania,USA,18 - 24,Male,Non-Premium,2,0.07,1087,67,44,98.76,No,0,2250.09,0.0,5.2,FedEx,4.1,2025-03
29771,2025-03-15,12392995,I57939,Paypal,CosmoCell,9004,Computing,Tablet,100951,TabLink 25 Pro,Two Day Delivery,Ontime Delivery,D1.1865,Dennis Alalikin,Northampton,Pennsylvania,USA,18 - 24,Male,Non-Premium,1,0.07,879,31,37,38.33,No,0,940.53,0.0,5.2,FedEx,1.6,2025-03
29772,2025-03-15,12392995,I58295,Paypal,CyberTech,9002,Audio,Wireless Headphones,100768,AuraBass 700,Two Day Delivery,Order Delayed,D1.1865,Dennis Alalikin,Northampton,Pennsylvania,USA,18 - 24,Male,Non-Premium,1,0.07,228,1,20,67.51,No,31.464,209.76,0.15,0.4,FasTrac,2.8,2025-03
29773,2025-03-15,12392995,I31405,Paypal,CloudLink,9012,Storage,Cloud Storage,100971,CloudSync 64TB,Two Day Delivery,Order Delayed,D1.1865,Dennis Alalikin,Northampton,Pennsylvania,USA,18 - 24,Male,Non-Premium,1,0.07,362,90,19,50.36,No,74.21,296.84,0.25,-16.4,FasTrac,2.1,2025-03
29774,2025-03-15,12392995,I34793,Paypal,VistaView,9004,Computing,Monitor,100968,ViewScape 60,Two Day Delivery,Ontime Delivery,D1.1865,Dennis Alalikin,Northampton,Pennsylvania,USA,18 - 24,Male,Non-Premium,1,0.07,531,64,23,44.3,Yes,108.855,435.42,0.25,-4.4,FasTrac,1.8,2025-03
29775,2025-03-15,12393792,I2266,Visa,PixelCorp,9004,Computing,Desktop Computer,100817,PixelStation Mega,Two Day Delivery,Ontime Delivery,D1.990,Sarah Hamilton,Hutto,Texas,USA,25 - 34,Female,Premium,1,0.07,592,59,31,41.46,No,0,633.44,0.0,-8,UPS,1.7,2025-03
29776,2025-03-15,12393792,I48511,Visa,RetroWave,9002,Audio,Record Player,100755,VinylMax 500,Two Day Delivery,Order Delayed,D1.990,Sarah Hamilton,Hutto,Texas,USA,25 - 34,Female,Premium,1,0.07,1054,11,17,68.23,No,73.78,1054.0,0.07,4,FasTrac,2.8,2025-03
29777,2025-03-15,12393792,I69595,Visa,TechPulse,9007,Home Automation,Smart Mirror,100962,MirrorPro Master,One Day Delivery,Order Delayed,D1.990,Sarah Hamilton,Hutto,Texas,USA,25 - 34,Female,Premium,1,0.07,978,51,0,28.32,No,0,1046.46,0.0,12.4,FedEx,1.2,2025-03
29778,2025-03-15,12394180,I18153,Mastercard,FusionTech,9009,Office,Multi-Function Printer,100751,OfficeMaster Pro,Standard Delivery,Ontime Delivery,D1.1213,Cameron Porra,Spokane,Washington,USA,35 - 44,Male,Premium,2,0.07,152,3,41,90.05,Yes,0,314.64,0.0,-4.4,UPS,3.8,2025-03
29779,2025-03-15,12394210,I24405,Mastercard,EcoHeat,9007,Home Automation,Smart Thermostat,100834,HeatWave Ultra,One Day Delivery,Ontime Delivery,D1.995,Nicholas Khan,Rowland Heights,California,USA,85 and more,Male,Non-Premium,2,0.07,208,83,6,14.63,No,29.12,416.0,0.07,18.4,FedEx,0.6,2025-03
29780,2025-03-15,12394210,I66497,Mastercard,GigaSound,9002,Audio,Amplifier,100838,SoundMax 4000,Standard Delivery,Ontime Delivery,D1.995,Nicholas Khan,Rowland Heights,California,USA,85 and more,Male,Non-Premium,1,0.07,647,18,19,147.67,No,0,692.29,0.0,-2,FedEx,6.2,2025-03
29781,2025-03-15,12394210,I961,Mastercard,AeroTech,9010,Photography,Drone,100973,SkyCopter 4000,Standard Delivery,Ontime Delivery,D1.995,Nicholas Khan,Rowland Heights,California,USA,85 and more,Male,Non-Premium,1,0.07,1185,28,72,92.91,No,114.945,1149.45,0.1,-17.6,FedEx,21.2,2025-03
29782,2025-03-15,12394210,I42089,Mastercard,VistaView,9004,Computing,Monitor,100839,ViewScape 40,Standard Delivery,Ontime Delivery,D1.995,Nicholas Khan,Rowland Heights,California,USA,85 and more,Male,Non-Premium,3,0.07,402,44,36,119.77,No,0,1234.14,0.0,-16.4,FedEx,5,2025-03
29783,2025-03-15,12394210,I68620,Mastercard,VistaView,9004,Computing,Monitor,100839,ViewScape 40,Two Day Delivery,Ontime Delivery,D1.995,Nicholas Khan,Rowland Heights,California,USA,85 and more,Male,Non-Premium,1,0.07,402,44,7,36.25,No,0,430.14,0.0,-18.8,FedEx,1.5,2025-03
29784,2025-03-15,12394210,I72449,Mastercard,SmartGuard,9007,Home Automation,Home Automation,100777,SecureHome Pro,Two Day Delivery,Order Delayed,D1.995,Nicholas Khan,Rowland Heights,California,USA,85 and more,Male,Non-Premium,1,0.07,71,20,8,65.68,No,0,75.97,0.0,-8,FasTrac,2.7,2025-03
29785,2025-03-15,12394210,I22604,Mastercard,PureSound,9002,Audio,Noise-Canceling Headphones,100953,SilenceMax Master,Two Day Delivery,Order Delayed,D1.995,Nicholas Khan,Rowland Heights,California,USA,85 and more,Male,Non-Premium,1,0.07,213,19,9,54.11,No,14.91,213.0,0.07,-11.6,FasTrac,2.3,2025-03
29786,2025-03-15,12394944,I28170,Google Pay,AstroWave,9006,Gaming,Gaming Console,100814,GameMaster X Ultra,Standard Delivery,Ontime Delivery,D1.719,Chanthy Afranie,San Antonio,Texas,USA,25 - 34,Female,Non-Premium,1,0.07,583,1,30,104.93,No,29.733,594.66,0.05,6.4,FedEx,4.4,2025-03
29787,2025-03-15,12394944,I60384,Google Pay,LaserEdge,9009,Office,Laser Printer,100754,LaserPrint Pro,Standard Delivery,Ontime Delivery,D1.719,Chanthy Afranie,San Antonio,Texas,USA,25 - 34,Female,Non-Premium,1,0.07,337,4,2,102.14,No,17.187,343.74,0.05,11.2,FedEx,4.3,2025-03
29788,2025-03-15,12394944,I30353,Google Pay,BioGlow,9007,Home Automation,LED Lights,100830,GlowWave 2000,Standard Delivery,Ontime Delivery,D1.719,Chanthy Afranie,San Antonio,Texas,USA,25 - 34,Female,Non-Premium,1,0.07,85,88,3,102.3,No,17.425,69.7,0.25,11.2,FedEx,4.3,2025-03
29789,2025-03-15,12394944,I22629,Google Pay,StarLink,9003,Communication,Satellite Phone,101000,SatCom X Pro Master Pro,Two Day Delivery,Order Delayed,D1.719,Chanthy Afranie,San Antonio,Texas,USA,25 - 34,Female,Non-Premium,1,0.07,417,0,9,64.68,No,0,446.19,0.0,-12.8,FasTrac,2.7,2025-03
